Date,Campaign,Ad,Site (DCM),Placement,Ad Type,Creative,Click-through URL,Clicks,Impressions,Click Rate
04/22/2018,USM_FY18,320x50_MaineToday_Kusow,Mainetoday.com - Portland Press Herald,USMFY18_MaineToday_320x50,Standard,USM-FY18_Kusow_320x50_B,(not set),0,8,0
05/09/2018,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,0,8,0
05/10/2018,USM_FY18,970x90_DBM_Elliot,doubleclick.com/bidmanager,USMFY18_DBM_970x90,Standard,970x90_USM-Refresh_Elliot-A,(not set),0,8,0
05/11/2018,USM_FY18,320x50_MaineToday_Kusow,Mainetoday.com - Portland Press Herald,USMFY18_MaineToday_320x50,Standard,USM-FY18_Kusow_320x50_A,(not set),0,8,0
05/16/2018,USM_FY18,320x50_MaineToday_Elliot,Mainetoday.com - Portland Press Herald,USMFY18_MaineToday_320x50,Standard,USM-FY18_Elliot_320x50_B,(not set),0,8,0
05/17/2018,USM_FY18,320x50_MaineToday_Elliot,Mainetoday.com - Portland Press Herald,USMFY18_MaineToday_320x50,Standard,USM-FY18_Elliot_320x50_A,(not set),0,8,0
05/17/2018,USM_FY18,970x90_BDN_Danica,Bangor Daily News,USMFY18_BDN_970x90,Standard,970x90_USM-Refresh_Danica-A,(not set),0,8,0
05/17/2018,USM_FY18,970x90_BDN_Danica,Bangor Daily News,USMFY18_BDN_970x90,Standard,970x90_USM-Refresh_Danica-B,(not set),0,8,0
05/18/2018,USM_FY18,320x50_MaineToday_Kusow,Mainetoday.com - Portland Press Herald,USMFY18_MaineToday_320x50,Standard,USM-FY18_Kusow_320x50_A,(not set),0,8,0
05/18/2018,USM_FY18,970x90_DBM_Danica,doubleclick.com/bidmanager,USMFY18_DBM_970x90,Standard,970x90_USM-Refresh_Danica-A,(not set),0,8,0
10/11/2017,USM_FY18,300x250_MaineToday_Veronica,Mainetoday.com - Portland Press Herald,USMFY18_MaineToday_300x250,Standard,Veronica_300x250,(not set),0,9,0
10/12/2017,USM_FY18,300x250_MaineToday_Nate,Mainetoday.com - Portland Press Herald,USMFY18_MaineToday_300x250,Standard,Nate_300x250,(not set),0,9,0
10/16/2017,USM_FY18,300x600_BDN_Nate,Bangor Daily News,USMFY18_BDN_300x600,Standard,USM-FY18_Nate_300x600_static,(not set),0,9,0
10/18/2017,USM_FY18,300x600_DBM_Lauren,Bangor Daily News,USMFY18_BDN_300x600,Standard,Lauren_300x600,(not set),0,9,0
10/19/2017,USM_FY18,300x250_MaineToday_Nate,Mainetoday.com - Portland Press Herald,USMFY18_MaineToday_300x250,Standard,Nate_300x250,(not set),0,9,0
10/20/2017,USM_FY18,300x600_DBM_Lauren,Bangor Daily News,USMFY18_BDN_300x600,Standard,Lauren_300x600,(not set),0,9,0
10/21/2017,USM_FY18,300x250_MaineToday_Veronica,Mainetoday.com - Portland Press Herald,USMFY18_MaineToday_300x250,Standard,Veronica_300x250,(not set),0,9,0
10/21/2017,USM_FY18,300x600_MaineToday_Nate,Mainetoday.com - Portland Press Herald,USMFY18_MaineToday_300x600,Standard,USM-FY18_Nate_300x600_static,(not set),0,9,0
10/25/2017,USM_FY18,300x250_MaineToday_Nate,Mainetoday.com - Portland Press Herald,USMFY18_MaineToday_300x250,Standard,Nate_300x250,(not set),0,9,0
10/26/2017,USM_FY18,300x600_BDN_Nate,Bangor Daily News,USMFY18_BDN_300x600,Standard,USM-FY18_Nate_300x600_static,(not set),0,9,0
11/07/2017,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,0,9,0
11/12/2017,USM_FY18,300x250_MaineToday_Nate,Mainetoday.com - Portland Press Herald,USMFY18_MaineToday_300x250,Standard,Nate_300x250,(not set),0,9,0
11/13/2017,USM_FY18,970x90_BDN_Nate,Bangor Daily News,USMFY18_BDN_970x90,Standard,Nate_970x90,(not set),0,9,0
11/15/2017,USM_FY18,300x600_DBM_Lauren,Bangor Daily News,USMFY18_BDN_300x600,Standard,Lauren_300x600,(not set),0,9,0
11/24/2017,USM_FY18,300x600_MaineToday_Lauren,Mainetoday.com - Portland Press Herald,USMFY18_MaineToday_300x600,Standard,Lauren_300x600,(not set),0,9,0
02/03/2018,USM_FY18,300x600_BDN_Veronica,Bangor Daily News,USMFY18_BDN_300x600,Standard,Veronica_300x600,(not set),0,9,0
02/06/2018,USM_FY18,728x90 Default Web Ad,doubleclick.com/bidmanager,USMFY18_DBM_728x90,Default,728x90_USM-Refresh_Poster,(not set),0,9,0
02/07/2018,USM_FY18,970x90_BDN_Danica,Bangor Daily News,USMFY18_BDN_970x90,Standard,970x90_USM-Refresh_Danica-B,(not set),0,9,0
02/07/2018,USM_FY18,970x90_BDN_Elliot,Bangor Daily News,USMFY18_BDN_970x90,Standard,970x90_USM-Refresh_Elliot-A,(not set),0,9,0
02/20/2018,USM_FY18,300x600_BDN_Kusow,Bangor Daily News,USMFY18_BDN_300x600,Standard,300x600_USM-Refresh_Kusow-B,(not set),0,9,0
02/22/2018,USM_FY18,300x600_BDN_Danica,Bangor Daily News,USMFY18_BDN_300x600,Standard,300x600_USM-Refresh_Danica-B,(not set),0,9,0
02/22/2018,USM_FY18,300x600_BDN_Elliot,Bangor Daily News,USMFY18_BDN_300x600,Standard,300x600_USM-Refresh_Elliot-A,(not set),0,9,0
02/22/2018,USM_FY18,Video_BDN_Veronica,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Veronica_VIDEO,http://usm.maine.edu/welcome,0,9,0
02/25/2018,USM_FY18,970x90_BDN_Elliot,Bangor Daily News,USMFY18_BDN_970x90,Standard,970x90_USM-Refresh_Elliot-A,(not set),0,9,0
02/27/2018,USM_FY18,970x90_DBM_Kusow,doubleclick.com/bidmanager,USMFY18_DBM_970x90,Standard,970x90_USM-Refresh_Kusow-A,(not set),0,9,0
02/27/2018,USM_FY18,970x90_DBM_Kusow,doubleclick.com/bidmanager,USMFY18_DBM_970x90,Standard,970x90_USM-Refresh_Kusow-B,(not set),0,9,0
03/03/2018,USM_FY18,300x600_BDN_Elliot,Bangor Daily News,USMFY18_BDN_300x600,Standard,300x600_USM-Refresh_Elliot-A,(not set),0,9,0
03/04/2018,USM_FY18,300x600_BDN_Kusow,Bangor Daily News,USMFY18_BDN_300x600,Standard,300x600_USM-Refresh_Kusow-B,(not set),0,9,0
03/09/2018,USM_FY18,970x90_BDN_Elliot,Bangor Daily News,USMFY18_BDN_970x90,Standard,970x90_USM-Refresh_Elliot-A,(not set),0,9,0
03/11/2018,USM_FY18,300x600_BDN_Kusow,Bangor Daily News,USMFY18_BDN_300x600,Standard,300x600_USM-Refresh_Kusow-A,(not set),0,9,0
03/11/2018,USM_FY18,970x90_BDN_Elliot,Bangor Daily News,USMFY18_BDN_970x90,Standard,970x90_USM-Refresh_Elliot-B,(not set),0,9,0
03/11/2018,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,0,9,0
03/14/2018,USM_FY18,970x90_BDN_Kusow,Bangor Daily News,USMFY18_BDN_970x90,Standard,970x90_USM-Refresh_Kusow-A,(not set),0,9,0
03/16/2018,USM_FY18,300x600_BDN_Elliot,Bangor Daily News,USMFY18_BDN_300x600,Standard,300x600_USM-Refresh_Elliot-B,(not set),0,9,0
03/17/2018,USM_FY18,300x600_BDN_Kusow,Bangor Daily News,USMFY18_BDN_300x600,Standard,300x600_USM-Refresh_Kusow-B,(not set),0,9,0
03/18/2018,USM_FY18,300x600_BDN_Elliot,Bangor Daily News,USMFY18_BDN_300x600,Standard,300x600_USM-Refresh_Elliot-B,(not set),0,9,0
03/20/2018,USM_FY18,970x90_BDN_Danica,Bangor Daily News,USMFY18_BDN_970x90,Standard,970x90_USM-Refresh_Danica-A,(not set),0,9,0
03/20/2018,USM_FY18,970x90_BDN_Danica,Bangor Daily News,USMFY18_BDN_970x90,Standard,970x90_USM-Refresh_Danica-B,(not set),0,9,0
03/21/2018,USM_FY18,970x90_BDN_Danica,Bangor Daily News,USMFY18_BDN_970x90,Standard,970x90_USM-Refresh_Danica-B,(not set),0,9,0
03/21/2018,USM_FY18,970x90_BDN_Elliot,Bangor Daily News,USMFY18_BDN_970x90,Standard,970x90_USM-Refresh_Elliot-B,(not set),0,9,0
03/24/2018,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,0,9,0
03/26/2018,USM_FY18,970x90_BDN_Elliot,Bangor Daily News,USMFY18_BDN_970x90,Standard,970x90_USM-Refresh_Elliot-B,(not set),0,9,0
03/26/2018,USM_FY18,970x90_BDN_Kusow,Bangor Daily News,USMFY18_BDN_970x90,Standard,970x90_USM-Refresh_Kusow-A,(not set),0,9,0
03/31/2018,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,0,9,0
04/01/2018,USM_FY18,970x90_BDN_Danica,Bangor Daily News,USMFY18_BDN_970x90,Standard,970x90_USM-Refresh_Danica-A,(not set),0,9,0
04/02/2018,USM_FY18,300x600_BDN_Danica,Bangor Daily News,USMFY18_BDN_300x600,Standard,300x600_USM-Refresh_Danica-B,(not set),0,9,0
04/04/2018,USM_FY18,300x600_BDN_Kusow,Bangor Daily News,USMFY18_BDN_300x600,Standard,300x600_USM-Refresh_Kusow-A,(not set),0,9,0
04/07/2018,USM_FY18,320x50_MaineToday_Kusow,Mainetoday.com - Portland Press Herald,USMFY18_MaineToday_320x50,Standard,USM-FY18_Kusow_320x50_A,(not set),0,9,0
04/11/2018,USM_FY18,320x50_MaineToday_Kusow,Mainetoday.com - Portland Press Herald,USMFY18_MaineToday_320x50,Standard,USM-FY18_Kusow_320x50_B,(not set),0,9,0
04/12/2018,USM_FY18,320x50_MaineToday_Kusow,Mainetoday.com - Portland Press Herald,USMFY18_MaineToday_320x50,Standard,USM-FY18_Kusow_320x50_B,(not set),0,9,0
04/13/2018,USM_FY18,320x50_MaineToday_Elliot,Mainetoday.com - Portland Press Herald,USMFY18_MaineToday_320x50,Standard,USM-FY18_Elliot_320x50_A,(not set),0,9,0
04/14/2018,USM_FY18,320x50_MaineToday_Elliot,Mainetoday.com - Portland Press Herald,USMFY18_MaineToday_320x50,Standard,USM-FY18_Elliot_320x50_B,(not set),0,9,0
04/18/2018,USM_FY18,320x50_MaineToday_Elliot,Mainetoday.com - Portland Press Herald,USMFY18_MaineToday_320x50,Standard,USM-FY18_Elliot_320x50_A,(not set),0,9,0
04/18/2018,USM_FY18,970x90_BDN_Elliot,Bangor Daily News,USMFY18_BDN_970x90,Standard,970x90_USM-Refresh_Elliot-A,(not set),0,9,0
04/18/2018,USM_FY18,970x90_BDN_Elliot,Bangor Daily News,USMFY18_BDN_970x90,Standard,970x90_USM-Refresh_Elliot-B,(not set),0,9,0
04/19/2018,USM_FY18,320x50_MaineToday_Kusow,Mainetoday.com - Portland Press Herald,USMFY18_MaineToday_320x50,Standard,USM-FY18_Kusow_320x50_B,(not set),0,9,0
04/19/2018,USM_FY18,970x90_BDN_Kusow,Bangor Daily News,USMFY18_BDN_970x90,Standard,970x90_USM-Refresh_Kusow-A,(not set),0,9,0
04/20/2018,USM_FY18,320x50_MaineToday_Danica,Mainetoday.com - Portland Press Herald,USMFY18_MaineToday_320x50,Standard,USM-FY18_Danica_320x50_B,(not set),0,9,0
04/20/2018,USM_FY18,320x50_MaineToday_Kusow,Mainetoday.com - Portland Press Herald,USMFY18_MaineToday_320x50,Standard,USM-FY18_Kusow_320x50_B,(not set),0,9,0
04/21/2018,USM_FY18,320x50_MaineToday_Danica,Mainetoday.com - Portland Press Herald,USMFY18_MaineToday_320x50,Standard,USM-FY18_Danica_320x50_B,(not set),0,9,0
04/21/2018,USM_FY18,970x90_BDN_Danica,Bangor Daily News,USMFY18_BDN_970x90,Standard,970x90_USM-Refresh_Danica-A,(not set),0,9,0
04/22/2018,USM_FY18,320x50_MaineToday_Danica,Mainetoday.com - Portland Press Herald,USMFY18_MaineToday_320x50,Standard,USM-FY18_Danica_320x50_A,(not set),0,9,0
04/22/2018,USM_FY18,320x50_MaineToday_Kusow,Mainetoday.com - Portland Press Herald,USMFY18_MaineToday_320x50,Standard,USM-FY18_Kusow_320x50_A,(not set),0,9,0
05/02/2018,USM_FY18,300x600_BDN_Danica,Bangor Daily News,USMFY18_BDN_300x600,Standard,300x600_USM-Refresh_Danica-B,(not set),0,9,0
05/02/2018,USM_FY18,300x600_BDN_Kusow,Bangor Daily News,USMFY18_BDN_300x600,Standard,300x600_USM-Refresh_Kusow-A,(not set),0,9,0
05/11/2018,USM_FY18,320x50_MaineToday_Elliot,Mainetoday.com - Portland Press Herald,USMFY18_MaineToday_320x50,Standard,USM-FY18_Elliot_320x50_B,(not set),0,9,0
05/13/2018,USM_FY18,320x50_MaineToday_Danica,Mainetoday.com - Portland Press Herald,USMFY18_MaineToday_320x50,Standard,USM-FY18_Danica_320x50_B,(not set),0,9,0
05/17/2018,USM_FY18,320x50_MaineToday_Danica,Mainetoday.com - Portland Press Herald,USMFY18_MaineToday_320x50,Standard,USM-FY18_Danica_320x50_A,(not set),0,9,0
05/17/2018,USM_FY18,320x50_MaineToday_Elliot,Mainetoday.com - Portland Press Herald,USMFY18_MaineToday_320x50,Standard,USM-FY18_Elliot_320x50_B,(not set),0,9,0
05/19/2018,USM_FY18,970x90_DBM_Kusow,doubleclick.com/bidmanager,USMFY18_DBM_970x90,Standard,970x90_USM-Refresh_Kusow-A,(not set),0,9,0
05/20/2018,USM_FY18,320x50_MaineToday_Elliot,Mainetoday.com - Portland Press Herald,USMFY18_MaineToday_320x50,Standard,USM-FY18_Elliot_320x50_B,(not set),0,9,0
10/15/2017,USM_FY18,300x600_MaineToday_Nate,Mainetoday.com - Portland Press Herald,USMFY18_MaineToday_300x600,Standard,USM-FY18_Nate_300x600_static,(not set),0,10,0
10/20/2017,USM_FY18,300x250_MaineToday_Nate,Mainetoday.com - Portland Press Herald,USMFY18_MaineToday_300x250,Standard,Nate_300x250,(not set),0,10,0
10/24/2017,USM_FY18,300x600_DBM_Lauren,Bangor Daily News,USMFY18_BDN_300x600,Standard,Lauren_300x600,(not set),0,10,0
10/25/2017,USM_FY18,300x600_BDN_Veronica,Bangor Daily News,USMFY18_BDN_300x600,Standard,Veronica_300x600,(not set),0,10,0
11/02/2017,USM_FY18,300x250_MaineToday_Nate,Mainetoday.com - Portland Press Herald,USMFY18_MaineToday_300x250,Standard,Nate_300x250,(not set),0,10,0
11/02/2017,USM_FY18,300x250_MaineToday_Veronica,Mainetoday.com - Portland Press Herald,USMFY18_MaineToday_300x250,Standard,Veronica_300x250,(not set),0,10,0
11/03/2017,USM_FY18,300x250_MaineToday_Nate,Mainetoday.com - Portland Press Herald,USMFY18_MaineToday_300x250,Standard,Nate_300x250,(not set),0,10,0
11/09/2017,USM_FY18,970x90_BDN_Nate,Bangor Daily News,USMFY18_BDN_970x90,Standard,Nate_970x90,(not set),0,10,0
11/16/2017,USM_FY18,300x600_DBM_Lauren,Bangor Daily News,USMFY18_BDN_300x600,Standard,Lauren_300x600,(not set),0,10,0
12/01/2017,USM_FY18,320x50 Default Web Ad,Mainetoday.com - Portland Press Herald,USMFY18_MaineToday_320x50,Default,USM-FY18_Veronica_320x50_static,(not set),0,10,0
12/08/2017,USM_FY18,300x250 Default Web Ad,Sunjournal.com,USMFY18_SJ_300x250,Default,USM-FY18_Nate_300x250_static,(not set),0,10,0
01/13/2018,USM_FY18,300x600_BDN_Nate,Bangor Daily News,USMFY18_BDN_300x600,Standard,USM-FY18_Nate_300x600_static,(not set),0,10,0
01/14/2018,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,0,10,0
01/28/2018,USM_FY18,300x600_BDN_Nate,Bangor Daily News,USMFY18_BDN_300x600,Standard,USM-FY18_Nate_300x600_static,(not set),0,10,0
02/20/2018,USM_FY18,300x600_BDN_Elliot,Bangor Daily News,USMFY18_BDN_300x600,Standard,300x600_USM-Refresh_Elliot-A,(not set),0,10,0
02/21/2018,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,0,10,0
02/22/2018,USM_FY18,300x600_BDN_Elliot,Bangor Daily News,USMFY18_BDN_300x600,Standard,300x600_USM-Refresh_Elliot-B,(not set),0,10,0
02/24/2018,USM_FY18,970x90_BDN_Danica,Bangor Daily News,USMFY18_BDN_970x90,Standard,970x90_USM-Refresh_Danica-A,(not set),0,10,0
02/25/2018,USM_FY18,300x600_BDN_Kusow,Bangor Daily News,USMFY18_BDN_300x600,Standard,300x600_USM-Refresh_Kusow-B,(not set),0,10,0
02/27/2018,USM_FY18,970x90_DBM_Danica,doubleclick.com/bidmanager,USMFY18_DBM_970x90,Standard,970x90_USM-Refresh_Danica-B,(not set),0,10,0
02/28/2018,USM_FY18,300x600_BDN_Elliot,Bangor Daily News,USMFY18_BDN_300x600,Standard,300x600_USM-Refresh_Elliot-B,(not set),0,10,0
03/04/2018,USM_FY18,970x90_BDN_Kusow,Bangor Daily News,USMFY18_BDN_970x90,Standard,970x90_USM-Refresh_Kusow-A,(not set),0,10,0
03/07/2018,USM_FY18,300x600_BDN_Elliot,Bangor Daily News,USMFY18_BDN_300x600,Standard,300x600_USM-Refresh_Elliot-B,(not set),0,10,0
03/10/2018,USM_FY18,300x600_BDN_Elliot,Bangor Daily News,USMFY18_BDN_300x600,Standard,300x600_USM-Refresh_Elliot-A,(not set),0,10,0
03/13/2018,USM_FY18,300x600_BDN_Danica,Bangor Daily News,USMFY18_BDN_300x600,Standard,300x600_USM-Refresh_Danica-B,(not set),0,10,0
03/13/2018,USM_FY18,970x90_BDN_Elliot,Bangor Daily News,USMFY18_BDN_970x90,Standard,970x90_USM-Refresh_Elliot-B,(not set),0,10,0
03/13/2018,USM_FY18,970x90_BDN_Kusow,Bangor Daily News,USMFY18_BDN_970x90,Standard,970x90_USM-Refresh_Kusow-B,(not set),0,10,0
03/14/2018,USM_FY18,300x600_BDN_Elliot,Bangor Daily News,USMFY18_BDN_300x600,Standard,300x600_USM-Refresh_Elliot-A,(not set),0,10,0
03/17/2018,USM_FY18,970x90_BDN_Danica,Bangor Daily News,USMFY18_BDN_970x90,Standard,970x90_USM-Refresh_Danica-A,(not set),0,10,0
03/25/2018,USM_FY18,970x90_DBM_Kusow,doubleclick.com/bidmanager,USMFY18_DBM_970x90,Standard,970x90_USM-Refresh_Kusow-B,(not set),0,10,0
03/26/2018,USM_FY18,300x600_BDN_Kusow,Bangor Daily News,USMFY18_BDN_300x600,Standard,300x600_USM-Refresh_Kusow-B,(not set),0,10,0
04/13/2018,USM_FY18,320x50_MaineToday_Danica,Mainetoday.com - Portland Press Herald,USMFY18_MaineToday_320x50,Standard,USM-FY18_Danica_320x50_A,(not set),0,10,0
04/13/2018,USM_FY18,320x50_MaineToday_Danica,Mainetoday.com - Portland Press Herald,USMFY18_MaineToday_320x50,Standard,USM-FY18_Danica_320x50_B,(not set),0,10,0
04/13/2018,USM_FY18,320x50_MaineToday_Kusow,Mainetoday.com - Portland Press Herald,USMFY18_MaineToday_320x50,Standard,USM-FY18_Kusow_320x50_A,(not set),0,10,0
04/21/2018,USM_FY18,970x90_BDN_Danica,Bangor Daily News,USMFY18_BDN_970x90,Standard,970x90_USM-Refresh_Danica-B,(not set),0,10,0
04/30/2018,USM_FY18,970x90_BDN_Elliot,Bangor Daily News,USMFY18_BDN_970x90,Standard,970x90_USM-Refresh_Elliot-B,(not set),0,10,0
05/01/2018,USM_FY18,300x600_BDN_Kusow,Bangor Daily News,USMFY18_BDN_300x600,Standard,300x600_USM-Refresh_Kusow-A,(not set),0,10,0
05/11/2018,USM_FY18,320x50_MaineToday_Danica,Mainetoday.com - Portland Press Herald,USMFY18_MaineToday_320x50,Standard,USM-FY18_Danica_320x50_A,(not set),0,10,0
05/11/2018,USM_FY18,320x50_MaineToday_Kusow,Mainetoday.com - Portland Press Herald,USMFY18_MaineToday_320x50,Standard,USM-FY18_Kusow_320x50_B,(not set),0,10,0
05/18/2018,USM_FY18,320x50_MaineToday_Elliot,Mainetoday.com - Portland Press Herald,USMFY18_MaineToday_320x50,Standard,USM-FY18_Elliot_320x50_B,(not set),0,10,0
05/18/2018,USM_FY18,970x90_DBM_Elliot,doubleclick.com/bidmanager,USMFY18_DBM_970x90,Standard,970x90_USM-Refresh_Elliot-A,(not set),0,10,0
05/18/2018,USM_FY18,970x90_DBM_Elliot,doubleclick.com/bidmanager,USMFY18_DBM_970x90,Standard,970x90_USM-Refresh_Elliot-B,(not set),0,10,0
05/19/2018,USM_FY18,970x90_DBM_Elliot,doubleclick.com/bidmanager,USMFY18_DBM_970x90,Standard,970x90_USM-Refresh_Elliot-B,(not set),0,10,0
08/17/2017,FY2017_Umbrella,728x90 Default Web Ad,doubleclick.com/bidmanager,DBM_728x90,Default,Multiview_USM_REFRESH_728x90,(not set),0,11,0
09/01/2017,USM_FY18,300x600_BDN_Veronica,Bangor Daily News,USMFY18_BDN_300x600,Standard,Veronica_300x600,(not set),0,11,0
10/05/2017,USM_FY18,300x250_MaineToday_Lauren,Mainetoday.com - Portland Press Herald,USMFY18_MaineToday_300x250,Standard,Lauren_300x250,(not set),0,11,0
10/18/2017,USM_FY18,300x250_MaineToday_Lauren,Mainetoday.com - Portland Press Herald,USMFY18_MaineToday_300x250,Standard,Lauren_300x250,(not set),0,11,0
10/18/2017,USM_FY18,300x250_MaineToday_Nate,Mainetoday.com - Portland Press Herald,USMFY18_MaineToday_300x250,Standard,Nate_300x250,(not set),0,11,0
10/18/2017,USM_FY18,300x250_MaineToday_Veronica,Mainetoday.com - Portland Press Herald,USMFY18_MaineToday_300x250,Standard,Veronica_300x250,(not set),0,11,0
10/20/2017,USM_FY18,300x600_BDN_Veronica,Bangor Daily News,USMFY18_BDN_300x600,Standard,Veronica_300x600,(not set),0,11,0
10/28/2017,USM_FY18,300x250_MaineToday_Lauren,Mainetoday.com - Portland Press Herald,USMFY18_MaineToday_300x250,Standard,Lauren_300x250,(not set),0,11,0
11/02/2017,USM_FY18,300x250_MaineToday_Lauren,Mainetoday.com - Portland Press Herald,USMFY18_MaineToday_300x250,Standard,Lauren_300x250,(not set),0,11,0
11/09/2017,USM_FY18,Video_BDN_Lauren,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USMFY18_Lauren_30sec,http://usm.maine.edu/welcome,0,11,0
11/15/2017,USM_FY18,300x600_BDN_Nate,Bangor Daily News,USMFY18_BDN_300x600,Standard,USM-FY18_Nate_300x600_static,(not set),0,11,0
11/16/2017,USM_FY18,300x600_BDN_Nate,Bangor Daily News,USMFY18_BDN_300x600,Standard,USM-FY18_Nate_300x600_static,(not set),0,11,0
11/17/2017,USM_FY18,300x250_MaineToday_Lauren,Mainetoday.com - Portland Press Herald,USMFY18_MaineToday_300x250,Standard,Lauren_300x250,(not set),0,11,0
11/19/2017,USM_FY18,300x250_MaineToday_Lauren,Mainetoday.com - Portland Press Herald,USMFY18_MaineToday_300x250,Standard,Lauren_300x250,(not set),0,11,0
11/25/2017,USM_FY18,300x600_MaineToday_Nate,Mainetoday.com - Portland Press Herald,USMFY18_MaineToday_300x600,Standard,USM-FY18_Nate_300x600_static,(not set),0,11,0
11/25/2017,USM_FY18,Video_BDN_Nate,Bangor Daily News,USMFY18_BDN_Video,In-Stream Video,USM_Nate_VIDEO,http://usm.maine.edu/welcome,0,11,0
11/26/2017,USM_FY18,300x250_MaineToday_Veronica,Mainetoday.com - Portland Press Herald,USMFY18_MaineToday_300x250,Standard,Veronica_300x250,(not set),0,11,0
02/07/2018,USM_FY18,970x90_BDN_Kusow,Bangor Daily News,USMFY18_BDN_970x90,Standard,970x90_USM-Refresh_Kusow-B,(not set),0,11,0
02/12/2018,USM_FY18,300x600_BDN_Danica,Bangor Daily News,USMFY18_BDN_300x600,Standard,300x600_USM-Refresh_Danica-B,(not set),0,11,0
02/20/2018,USM_FY18,300x600_BDN_Danica,Bangor Daily News,USMFY18_BDN_300x600,Standard,300x600_USM-Refresh_Danica-B,(not set),0,11,0
02/22/2018,USM_FY18,300x600_BDN_Danica,Bangor Daily News,USMFY18_BDN_300x600,Standard,300x600_USM-Refresh_Danica-A,(not set),0,11,0
02/22/2018,USM_FY18,300x600_BDN_Kusow,Bangor Daily News,USMFY18_BDN_300x600,Standard,300x600_USM-Refresh_Kusow-B,(not set),0,11,0
02/24/2018,USM_FY18,300x600_BDN_Elliot,Bangor Daily News,USMFY18_BDN_300x600,Standard,300x600_USM-Refresh_Elliot-A,(not set),0,11,0
02/25/2018,USM_FY18,300x600_BDN_Kusow,Bangor Daily News,USMFY18_BDN_300x600,Standard,300x600_USM-Refresh_Kusow-A,(not set),0,11,0
02/26/2018,USM_FY18,970x90_DBM_Danica,doubleclick.com/bidmanager,USMFY18_DBM_970x90,Standard,970x90_USM-Refresh_Danica-A,(not set),0,11,0
02/27/2018,USM_FY18,970x90_DBM_Elliot,doubleclick.com/bidmanager,USMFY18_DBM_970x90,Standard,970x90_USM-Refresh_Elliot-A,(not set),0,11,0
02/27/2018,USM_FY18,970x90_DBM_Elliot,doubleclick.com/bidmanager,USMFY18_DBM_970x90,Standard,970x90_USM-Refresh_Elliot-B,(not set),0,11,0
02/28/2018,USM_FY18,300x600_BDN_Elliot,Bangor Daily News,USMFY18_BDN_300x600,Standard,300x600_USM-Refresh_Elliot-A,(not set),0,11,0
02/28/2018,USM_FY18,300x600_BDN_Kusow,Bangor Daily News,USMFY18_BDN_300x600,Standard,300x600_USM-Refresh_Kusow-A,(not set),0,11,0
03/03/2018,USM_FY18,300x600_BDN_Kusow,Bangor Daily News,USMFY18_BDN_300x600,Standard,300x600_USM-Refresh_Kusow-A,(not set),0,11,0
03/03/2018,USM_FY18,970x90_BDN_Elliot,Bangor Daily News,USMFY18_BDN_970x90,Standard,970x90_USM-Refresh_Elliot-B,(not set),0,11,0
03/04/2018,USM_FY18,970x90_BDN_Kusow,Bangor Daily News,USMFY18_BDN_970x90,Standard,970x90_USM-Refresh_Kusow-B,(not set),0,11,0
03/07/2018,USM_FY18,970x90_BDN_Elliot,Bangor Daily News,USMFY18_BDN_970x90,Standard,970x90_USM-Refresh_Elliot-B,(not set),0,11,0
03/07/2018,USM_FY18,970x90_BDN_Kusow,Bangor Daily News,USMFY18_BDN_970x90,Standard,970x90_USM-Refresh_Kusow-A,(not set),0,11,0
03/10/2018,USM_FY18,300x600_BDN_Elliot,Bangor Daily News,USMFY18_BDN_300x600,Standard,300x600_USM-Refresh_Elliot-B,(not set),0,11,0
03/10/2018,USM_FY18,970x90_BDN_Kusow,Bangor Daily News,USMFY18_BDN_970x90,Standard,970x90_USM-Refresh_Kusow-A,(not set),0,11,0
03/13/2018,USM_FY18,300x600_BDN_Elliot,Bangor Daily News,USMFY18_BDN_300x600,Standard,300x600_USM-Refresh_Elliot-B,(not set),0,11,0
03/13/2018,USM_FY18,970x90_BDN_Danica,Bangor Daily News,USMFY18_BDN_970x90,Standard,970x90_USM-Refresh_Danica-A,(not set),0,11,0
03/13/2018,USM_FY18,970x90_BDN_Kusow,Bangor Daily News,USMFY18_BDN_970x90,Standard,970x90_USM-Refresh_Kusow-A,(not set),0,11,0
